k99_10003719_1	ENOG410XSEY	2.8e-45	156.8
k99_10003719_2	ENOG410XSEY	6.1e-13	49.8
k99_10003719_3	ENOG4111WRX	3.1e-57	195.3
k99_10003719_4	ENOG4111Z1M	8.8e-06	27.5
k99_10003730_1	ENOG4111U8M	2.3e-07	31.7
k99_10003768_1	COG4775	3.6e-64	219.2
k99_10003802_11	ENOG410YFRJ	1.4e-07	31.2
k99_10003802_16	ENOG410Z7UE	1.4e-10	42.9
k99_10003802_17	ENOG411262F	1.9e-06	28.9
k99_10003802_18	ENOG410ZQVQ	6.4e-27	96.9
k99_10003802_6	COG1089	1.3e-122	412.1
k99_10003802_7	ENOG4112CBD	4.1e-13	50.9
k99_10003802_8	ENOG410XRBN	3.3e-21	77.1
k99_10003802_9	ENOG410YAGY	1.7e-20	74.7
k99_10003827_1	ENOG410ZVGF	7e-58	197.9
k99_1000382_1	ENOG410XNME	9.2e-65	221.2
k99_1000382_2	COG2274	1.3e-79	269.8
k99_1000383_1	COG3104	6.6e-50	170.3
k99_10003860_1	COG0034	7.7e-156	522.7
k99_10003864_1	COG0370	8e-142	476.4
k99_10003864_2	ENOG410ZD2Z	1.7e-33	117.6
k99_10003864_3	COG0785	5.7e-56	192.1
k99_10003864_4	ENOG4111FAP	5.1e-09	37.5
k99_10003871_2	ENOG410Y1YR	1.6e-25	91.1
k99_10003871_3	ENOG410YUJE	2.6e-64	219.4
k99_10003926_1	COG3497	1.7e-06	28.5
k99_10003928_1	COG0144	3.8e-46	158.7
k99_10003928_2	COG0223	1.7e-64	219.7
k99_10003928_3	COG0242	1.1e-55	190.7
k99_10003928_4	COG1198	1.1e-62	213.9
k99_10003951_1	ENOG410ZMC2	5.4e-07	30.7
k99_10003951_2	COG2188	1.1e-44	154.9
k99_10003951_3	ENOG410XRWS	1.4e-42	147.6
k99_10003951_5	COG1940	9.3e-58	198.1
k99_10003951_6	COG0274	8.2e-80	271.1
k99_10003951_7	ENOG410ZRRW	1.8e-113	380.3
k99_10003951_8	ENOG410YRK8	6.8e-29	102.1
k99_10003967_1	COG0635	7.1e-95	320.4
k99_10003998_1	COG3670	9.7e-28	98.5
k99_10004006_2	COG0136	2.4e-129	434.4
k99_10004006_3	COG1610	1e-47	165.1
k99_10004006_4	ENOG41121W6	6.8e-30	104.2
k99_10004006_5	ENOG4111QCP	3e-35	123.0
k99_1000401_1	ENOG410ZJRS	1.6e-41	144.6
k99_1000401_3	ENOG410XRKW	9.5e-116	389.4
k99_1000401_4	ENOG410ZY6S	9e-13	50.2
k99_1000401_5	ENOG4112798	7.1e-29	102.8
k99_10004067_1	ENOG4111IV8	3.1e-62	212.8
k99_10004078_1	ENOG4111JT5	5.9e-76	256.7
k99_10004078_2	COG4591	1.5e-05	25.4
k99_10004078_3	COG1136	3.6e-102	345.1
k99_10004078_4	ENOG41129HF	7.5e-24	86.1
k99_10004078_5	ENOG410ZWA0	5e-24	87.1
k99_10004078_6	COG1373	4.7e-61	208.8
k99_10004078_7	COG3744	2.8e-33	116.6
k99_10004080_1	COG2133	1.3e-33	118.4
k99_10004080_2	COG0187	2.9e-47	162.8
k99_1000412_1	COG4993	7.3e-147	492.6
k99_1000412_2	COG0305	2.2e-116	391.0
k99_1000412_3	COG0359	1.2e-38	134.5
k99_1000412_4	ENOG4111Y0E	6.8e-65	221.1
k99_1000412_5	COG0238	1e-25	92.6
k99_10004133_2	COG0557	4.1e-27	95.1
k99_10004138_1	ENOG4111SDF	4.5e-72	243.7
k99_10004138_2	COG1368	2.6e-67	229.8
k99_10004138_3	COG1597	6.8e-33	115.1
k99_10004138_4	ENOG410Y6ZM	1.1e-17	66.7
k99_10004156_1	ENOG410XS4D	7.8e-92	310.6
k99_10004162_1	COG0247	3.2e-53	182.7
k99_10004162_2	ENOG410YWNZ	1.9e-72	246.3
k99_10004162_3	COG0860	4.3e-73	248.6
k99_10004162_4	ENOG410XQ3B	4e-26	93.0
k99_10004163_1	COG4584	1.5e-84	286.1
k99_1000417_1	COG0042	1.7e-48	166.8
k99_10004192_1	ENOG410ZQPZ	1.6e-27	98.2
k99_10004192_2	ENOG4111R7R	1.4e-73	249.0
k99_10004242_1	COG1207	2.9e-68	232.1
k99_10004261_2	ENOG410XPA0	3.5e-05	23.8
k99_10004261_3	COG2453	1.5e-23	83.3
k99_10004306_1	COG1377	1.5e-14	55.4
k99_10004306_2	COG1684	4.8e-69	235.1
k99_10004306_3	COG1987	3.1e-28	99.3
k99_10004306_4	COG1338	2.5e-109	367.0
k99_10004313_6	ENOG410YBKC	2.6e-08	34.4
k99_10004332_1	ENOG410XR2X	3.4e-16	60.6
k99_10004332_2	ENOG410XR2X	5.8e-08	33.3
k99_10004346_1	ENOG4111VJN	9.3e-49	166.6
k99_10004346_3	ENOG410XQ13	7.4e-193	643.1
k99_10004346_4	ENOG410ZJ9Q	2.5e-25	90.2
k99_10004346_5	COG3825	8.3e-24	85.6
k99_10004386_1	ENOG4110SZB	3.5e-51	176.0
k99_10004419_2	ENOG410XSSU	2.2e-58	200.1
k99_1000442_1	ENOG410Z2M6	4e-11	44.7
k99_1000442_2	COG1470	5.8e-13	50.4
k99_10004437_1	ENOG410ZMUA	8.2e-05	22.4
k99_10004457_1	COG1087	8.8e-94	316.2
k99_10004457_2	ENOG41126R1	2.7e-24	87.9
k99_10004457_3	ENOG4111J45	5.7e-50	171.8
k99_10004457_4	COG4421	5.8e-43	148.2
k99_10004457_5	ENOG410XSCX	7e-20	72.3
k99_10004457_6	ENOG410XSCX	4.5e-39	135.8
k99_10004488_3	ENOG410XSB5	3e-07	31.0
k99_10004550_1	ENOG410Y97J	4.9e-05	24.0
k99_10004558_1	COG2201	1.8e-37	130.5
k99_10004558_2	COG1192	3.9e-20	73.4
k99_10004558_3	ENOG410Y0VU	3.3e-50	172.9
k99_10004558_4	ENOG4111HP6	2.9e-54	186.2
k99_10004574_1	COG1529	2.1e-53	182.4
k99_10004611_2	ENOG410ZIMM	1.1e-06	30.1
k99_10004651_1	COG0148	6.4e-163	545.8
k99_10004653_2	ENOG410YAAZ	5.7e-05	23.0
k99_10004660_2	COG1853	1.1e-27	98.6
k99_10004660_3	ENOG4111IQJ	1.6e-37	129.7
k99_10004663_1	COG0125	4.5e-54	186.1
k99_10004663_2	COG2812	2.6e-33	116.9
k99_10004672_1	COG0029	1.7e-105	355.5
k99_10004674_1	ENOG410XRDN	3.7e-27	96.5
k99_10004674_2	ENOG4111FDV	4.8e-34	119.4
k99_10004674_3	COG2081	5e-66	225.1
k99_10004686_1	ENOG4111TE0	3.2e-11	43.5
k99_10004719_1	ENOG4111PI5	1e-24	89.4
k99_10004719_2	ENOG4110KXX	1.3e-69	236.1
k99_10004734_1	COG1256	5.4e-25	89.5
k99_10004734_2	COG1344	2.3e-40	141.1
k99_10004734_3	COG1344	5.2e-95	321.5
k99_10004734_4	COG1344	3.1e-95	322.3
k99_10004734_5	COG1334	4.9e-25	89.5
k99_10004734_6	COG1345	4.9e-95	320.4
k99_10004734_8	COG1516	3.3e-41	142.6
k99_10004734_9	COG3604	1.7e-105	354.9
k99_1000473_1	COG4254	1.3e-28	102.1
k99_1000473_2	COG0329	3.8e-43	149.5
k99_1000473_3	COG0029	5.7e-197	657.7
k99_1000473_4	COG1643	3.7e-214	715.8
k99_10004743_1	COG3844	1.4e-09	38.1
k99_10004743_2	COG2006	9.6e-83	280.3
k99_10004746_1	COG1472	2.1e-126	424.2
k99_10004779_1	COG1925	6e-197	658.8
k99_10004814_1	COG1212	2.5e-21	77.5
k99_10004910_3	COG0275	8e-93	313.7
k99_10004910_4	ENOG41126XM	6.8e-46	158.9
k99_10004910_5	ENOG410Z9U9	6.4e-18	66.4
k99_10004910_6	COG0768	2.7e-53	183.0
k99_10004911_1	ENOG4110EWA	6.8e-10	40.2
k99_10004923_1	ENOG411250H	6.3e-37	129.5
k99_10004928_1	COG0618	2.9e-58	199.7
k99_10004928_2	COG0130	3.7e-85	287.4
k99_10004928_3	COG0196	2.5e-05	23.9
k99_10004956_1	ENOG410YFIC	1.9e-11	45.0
k99_10004956_2	COG5059	8.6e-34	114.8
k99_10004982_1	ENOG41125BA	3.1e-05	24.2
k99_10004993_1	ENOG4111WTI	1.2e-36	128.4
k99_10004997_1	COG2262	3.4e-06	27.7
k99_10004997_10	COG1905	1.8e-53	183.8
k99_10004997_11	COG1894	1.3e-184	617.3
k99_10004997_2	COG0330	3.4e-43	149.8
k99_10004997_3	COG0330	2.5e-47	163.5
k99_10004997_4	ENOG410XVCK	1.3e-19	71.6
k99_10004997_5	COG3705	5.4e-108	363.5
k99_10004997_6	COG0104	5.3e-198	662.1
k99_10004997_7	COG0838	2.4e-41	143.9
k99_10004997_8	COG0377	8.4e-92	310.8
k99_10004997_9	COG0852	2.4e-254	849.0
k99_10005020_1	COG3758	2.8e-40	139.9
k99_10005020_2	COG2986	2.1e-35	123.7
k99_10005065_1	COG0610	1.3e-153	515.5
k99_10005172_1	ENOG410Y57J	2.8e-19	71.3
k99_10005172_2	ENOG411192P	4e-96	324.6
k99_100051_1	ENOG4111UW3	6.9e-85	286.4
k99_1000522_1	ENOG410Y4GP	5.5e-06	27.4
k99_10005235_1	ENOG410XSZG	4.7e-36	125.4
k99_10005244_1	ENOG410XPZ7	1.5e-74	252.3
k99_10005295_1	COG0297	2.4e-134	450.9
k99_10005295_2	ENOG410XRJF	4.1e-06	27.9
k99_10005302_10	ENOG410ZVGH	8e-05	23.0
k99_10005302_2	ENOG4112D71	3.4e-18	67.9
k99_10005302_4	ENOG410XYG1	3.5e-09	38.7
k99_10005309_1	COG4146	3e-97	328.1
k99_10005313_1	COG3345	5e-139	467.1
k99_10005352_2	ENOG410Y9VH	1e-15	58.7
k99_10005354_1	COG0581	1.2e-30	107.9
k99_10005354_2	COG4590	6.3e-102	344.2
k99_10005354_3	COG0226	3.4e-51	175.3
k99_10005393_1	ENOG410XRJF	8.8e-107	359.1
k99_10005393_2	ENOG4111NEJ	3.4e-52	179.6
k99_10005393_3	COG0160	2.2e-103	348.4
k99_10005393_4	ENOG4111N89	1.1e-47	163.3
k99_10005393_5	ENOG410ZYIA	7.2e-21	76.1
k99_10005400_1	COG0064	4.9e-70	237.6
k99_10005411_1	COG0557	8.8e-178	595.1
k99_10005411_2	COG0566	1.5e-48	166.7
k99_10005411_3	ENOG4111YAI	3.3e-55	188.6
k99_10005411_4	COG0360	6.9e-06	27.3
k99_10005430_1	COG0252	3.7e-49	169.1
k99_10005430_3	ENOG4112CBB	5.8e-05	25.0
k99_10005430_4	COG0064	1.8e-64	219.1
k99_10005447_1	ENOG4112325	5e-32	111.7
k99_10005447_2	ENOG410Y05G	4.1e-37	129.8
k99_10005447_3	ENOG41129YV	9.1e-22	78.8
k99_1000545_1	ENOG4111K1F	9.5e-105	352.4
k99_1000545_2	ENOG4111FTB	6.5e-08	33.6
k99_10005466_1	COG3907	1.3e-65	223.9
k99_10005466_2	COG0841	1.9e-197	660.6
k99_10005466_3	ENOG410XQB7	2.2e-16	61.5
k99_10005466_4	ENOG410YDJF	1.8e-86	292.3
k99_10005466_5	ENOG410XS4R	2.6e-76	259.3
k99_10005466_6	ENOG4111FPD	8.8e-69	234.7
k99_1000549_1	COG2831	3.5e-57	195.6
k99_1000549_2	ENOG41122XN	1e-46	160.0
k99_10005518_1	COG0559	1.4e-11	43.9
k99_10005518_2	COG4177	6.9e-50	171.4
k99_10005525_2	ENOG410ZP9Z	2e-05	25.5
k99_10005557_1	COG4191	2.8e-69	236.0
k99_10005586_1	ENOG4111SV1	3.1e-24	86.9
k99_10005586_2	ENOG4111SV1	9.6e-110	369.6
k99_10005615_1	COG0209	3.9e-143	480.3
k99_10005619_1	COG0709	1.3e-75	256.6
k99_10005619_2	COG1477	1.8e-36	127.2
k99_10005620_3	ENOG410XNP6	5e-05	21.7
k99_10005620_5	ENOG410XNP6	3.3e-05	22.3
k99_10005654_1	COG1524	1.9e-25	89.2
k99_10005654_2	ENOG410XT46	3.4e-54	185.6
k99_10005666_1	COG1696	3.7e-79	268.6
k99_1000566_1	ENOG410Y2I5	1e-41	145.0
k99_1000566_3	COG1131	3.8e-76	256.1
k99_1000566_4	ENOG410ZM1B	1.7e-143	480.8
k99_10005725_1	COG3034	1.6e-62	213.4
k99_10005726_1	ENOG410XQ01	5.5e-52	178.3
k99_10005727_1	COG0484	1.3e-39	136.0
k99_10005727_2	ENOG41124NF	1.6e-14	55.5
k99_10005777_1	COG1506	5.2e-76	257.3
k99_10005777_10	COG2993	8.6e-47	161.3
k99_10005777_11	COG3278	7.8e-105	352.7
k99_10005777_12	ENOG4111GUE	4.9e-31	109.7
k99_10005777_13	COG3653	6.5e-157	525.9
k99_10005777_14	ENOG411083Y	1.3e-113	381.6
k99_10005777_15	COG1171	1.2e-101	343.0
k99_10005777_16	COG0275	1.7e-90	306.0
k99_10005777_17	ENOG410XRDW	7.1e-215	717.9
k99_10005777_18	COG0334	7.6e-165	552.6
k99_10005777_19	ENOG410ZEGS	6.7e-138	462.9
k99_10005777_2	ENOG410ZWMM	5e-25	89.8
k99_10005777_20	ENOG4111F1Y	6.3e-15	56.8
k99_10005777_22	COG5002	1.5e-68	233.4
k99_10005777_23	ENOG4111FPD	5.2e-78	265.2
k99_10005777_24	ENOG410XVQY	3.2e-21	77.0
k99_10005777_25	COG1131	2.9e-79	266.4
k99_10005777_27	ENOG410Z7NT	3.7e-38	133.1
k99_10005777_28	COG2202	8.8e-40	135.7
k99_10005777_29	COG0187	1.4e-242	810.3
k99_10005777_30	ENOG410Y7IR	1.8e-06	29.2
k99_10005777_31	ENOG4111FAP	8e-11	43.4
k99_10005777_32	COG0508	3.6e-87	294.1
k99_10005777_33	COG0567	0	1085.2
k99_10005777_4	COG5659	1.7e-51	177.3
k99_10005777_5	COG5659	2.8e-47	163.4
k99_10005777_8	COG3258	2.2e-82	279.1
k99_1000584_1	ENOG4111TIM	4.1e-06	27.3
k99_10005851_2	ENOG410ZWW6	3.4e-16	59.9
k99_10005851_4	ENOG4111J5N	1.1e-65	223.1
k99_10005867_1	COG0013	2.7e-126	424.7
k99_10005871_1	COG4942	4.3e-19	70.2
k99_10005871_2	ENOG410ZVFE	1.8e-97	329.1
k99_10005950_1	ENOG410XPQG	0	1199.6
k99_10005951_1	COG0006	1.7e-73	249.7
k99_10005952_1	COG0190	2.7e-32	112.6
k99_10005952_2	ENOG410Y8HS	4.7e-25	90.0
k99_10005952_3	ENOG41124BF	8.4e-31	107.7
k99_10005952_4	COG0299	6e-28	98.7
k99_10005966_2	COG1596	1.9e-29	103.7
