PROKKA_MOD_PART0_00435	pfam00482	3e-23
PROKKA_MOD_PART0_00439	pfam06439	2e-53
PROKKA_MOD_PART0_00441	pfam14450	1e-12
PROKKA_MOD_PART0_00445	pfam13561	6e-18
PROKKA_MOD_PART0_00449	pfam09699	8e-18
PROKKA_MOD_PART0_00452	pfam00206	5e-10
PROKKA_MOD_PART0_00453	pfam13385	2e-12
PROKKA_MOD_PART0_00457	pfam13385	4e-71
PROKKA_MOD_PART0_00458	pfam01757	1e-29
PROKKA_MOD_PART0_00461	pfam00384	7e-28
PROKKA_MOD_PART0_00463	pfam13447	2e-16
PROKKA_MOD_PART0_00464	pfam13631	1e-14
PROKKA_MOD_PART0_00465	pfam00355	3e-26
PROKKA_MOD_PART0_00466	pfam00486	5e-12
PROKKA_MOD_PART0_00467	pfam02518	2e-10
PROKKA_MOD_PART0_00468	pfam02690	2e-31
PROKKA_MOD_PART0_00471	pfam11827	4e-74
PROKKA_MOD_PART0_00472	pfam02321	2e-33
PROKKA_MOD_PART0_00474	pfam04945	4e-18
PROKKA_MOD_PART0_00476	pfam06848	8e-17
PROKKA_MOD_PART0_00477	pfam13115	4e-14
PROKKA_MOD_PART0_00479	pfam02082	8e-07
PROKKA_MOD_PART0_00480	pfam02518	7e-89
PROKKA_MOD_PART0_00484	pfam03781	5e-55
PROKKA_MOD_PART0_00486	pfam02163	5e-21
PROKKA_MOD_PART0_00489	pfam13419	1e-15
PROKKA_MOD_PART0_00490	pfam00069	7e-06
PROKKA_MOD_PART0_00491	pfam01636	2e-07
PROKKA_MOD_PART0_00497	pfam04264	4e-36
PROKKA_MOD_PART0_00498	pfam13411	6e-09
PROKKA_MOD_PART0_00502	pfam01464	4e-172
PROKKA_MOD_PART0_00503	pfam02687	3e-47
PROKKA_MOD_PART0_00504	pfam00953	3e-42
PROKKA_MOD_PART0_00506	pfam01548	1e-22
PROKKA_MOD_PART0_00509	pfam01225	1e-15
PROKKA_MOD_PART0_00510	pfam02875	1e-11
PROKKA_MOD_PART0_00513	pfam13385	4e-10
PROKKA_MOD_PART0_00524	pfam04909	5e-06
PROKKA_MOD_PART0_00526	pfam07927	7e-30
PROKKA_MOD_PART0_00527	pfam03681	2e-11
PROKKA_MOD_PART0_00535	pfam02643	3e-44
PROKKA_MOD_PART0_00540	pfam08448	1e-14
PROKKA_MOD_PART0_00542	pfam02367	3e-06
PROKKA_MOD_PART0_00545	pfam14550	6e-30
PROKKA_MOD_PART0_00547	pfam13646	4e-10
PROKKA_MOD_PART0_00549	pfam02321	2e-07
PROKKA_MOD_PART0_00552	pfam12704	2e-11
PROKKA_MOD_PART0_00553	pfam00005	2e-06
PROKKA_MOD_PART0_00556	pfam00909	4e-12
PROKKA_MOD_PART0_00559	pfam01464	4e-10
PROKKA_MOD_PART0_00562	pfam08281	7e-06
PROKKA_MOD_PART0_00569	pfam01380	3e-77
PROKKA_MOD_PART0_00571	pfam08323	2e-14
PROKKA_MOD_PART0_00572	pfam02744	9e-28
PROKKA_MOD_PART0_00574	pfam03160	2e-13
PROKKA_MOD_PART0_00576	pfam06245	1e-20
PROKKA_MOD_PART0_00580	pfam02386	3e-15
PROKKA_MOD_PART0_00581	pfam02254	4e-12
PROKKA_MOD_PART0_00583	pfam04055	2e-14
PROKKA_MOD_PART0_00584	pfam04232	8e-11
PROKKA_MOD_PART0_00585	pfam03780	3e-09
PROKKA_MOD_PART0_00586	pfam00216	2e-107
PROKKA_MOD_PART0_00587	pfam14326	5e-53
PROKKA_MOD_PART0_00589	pfam08240	8e-06
PROKKA_MOD_PART0_00590	pfam01817	2e-49
PROKKA_MOD_PART0_00591	pfam00990	9e-46
PROKKA_MOD_PART0_00592	pfam13343	1e-14
PROKKA_MOD_PART0_00593	pfam01032	6e-07
PROKKA_MOD_PART0_00594	pfam00293	8e-12
PROKKA_MOD_PART0_00596	pfam04519	3e-28
PROKKA_MOD_PART0_00597	pfam01521	8e-06
PROKKA_MOD_PART0_00599	pfam13635	7e-20
PROKKA_MOD_PART0_00602	pfam01743	2e-11
PROKKA_MOD_PART0_00608	pfam01220	4e-08
PROKKA_MOD_PART0_00609	pfam01761	7e-07
PROKKA_MOD_PART0_00611	pfam01844	4e-11
PROKKA_MOD_PART0_00615	pfam00106	2e-08
PROKKA_MOD_PART0_00616	pfam00903	3e-16
PROKKA_MOD_PART0_00617	pfam00106	2e-37
PROKKA_MOD_PART0_00618	pfam02771	1e-42
PROKKA_MOD_PART0_00620	pfam02321	8e-13
PROKKA_MOD_PART0_00621	pfam00999	2e-19
PROKKA_MOD_PART0_00627	pfam01243	1e-30
PROKKA_MOD_PART0_00628	pfam01541	1e-08
PROKKA_MOD_PART0_00633	pfam00248	2e-39
PROKKA_MOD_PART0_00634	pfam01315	8e-37
PROKKA_MOD_PART0_00635	pfam01799	3e-26
PROKKA_MOD_PART0_00636	pfam03450	2e-10
PROKKA_MOD_PART0_00639	pfam06325	2e-74
PROKKA_MOD_PART0_00642	pfam00378	2e-166
PROKKA_MOD_PART0_00643	pfam01182	3e-86
PROKKA_MOD_PART0_00644	pfam08241	3e-77
PROKKA_MOD_PART0_00645	pfam00009	7e-36
PROKKA_MOD_PART0_00649	pfam06980	4e-17
PROKKA_MOD_PART0_00650	pfam03007	0.0
PROKKA_MOD_PART0_00651	pfam00732	3e-25
PROKKA_MOD_PART0_00652	pfam01138	3e-76
PROKKA_MOD_PART0_00653	pfam00312	2e-15
PROKKA_MOD_PART0_00654	pfam01509	7e-11
PROKKA_MOD_PART0_00655	pfam02033	8e-06
PROKKA_MOD_PART0_00656	pfam11987	1e-22
PROKKA_MOD_PART0_00659	pfam07733	1e-14
PROKKA_MOD_PART0_00661	pfam07475	9e-14
PROKKA_MOD_PART0_00662	pfam03668	2e-13
PROKKA_MOD_PART0_00663	pfam02441	3e-11
PROKKA_MOD_PART0_00664	pfam00501	9e-10
PROKKA_MOD_PART0_00672	pfam00723	2e-09
PROKKA_MOD_PART0_00673	pfam00924	7e-08
PROKKA_MOD_PART0_00674	pfam00271	8e-06
PROKKA_MOD_PART0_00683	pfam06050	1e-27
PROKKA_MOD_PART0_00686	pfam03401	1e-88
PROKKA_MOD_PART0_00687	pfam07331	1e-08
PROKKA_MOD_PART0_00690	pfam00005	3e-75
PROKKA_MOD_PART0_00696	pfam09646	2e-11
PROKKA_MOD_PART0_00706	pfam01408	2e-48
PROKKA_MOD_PART0_00716	pfam03420	6e-09
PROKKA_MOD_PART0_00719	pfam13237	4e-07
PROKKA_MOD_PART0_00721	pfam08240	2e-11
PROKKA_MOD_PART0_00723	pfam05973	5e-10
PROKKA_MOD_PART0_00725	pfam04773	4e-08
PROKKA_MOD_PART0_00727	pfam12704	6e-08
PROKKA_MOD_PART0_00728	pfam13568	7e-07
PROKKA_MOD_PART0_00730	pfam00899	1e-06
PROKKA_MOD_PART0_00731	pfam01026	0.0
PROKKA_MOD_PART0_00732	pfam00749	2e-08
PROKKA_MOD_PART0_00733	pfam01370	6e-18
PROKKA_MOD_PART0_00734	pfam00155	3e-28
PROKKA_MOD_PART0_00735	pfam02867	1e-24
PROKKA_MOD_PART0_00736	pfam04413	7e-07
PROKKA_MOD_PART0_00737	pfam01553	0.0
PROKKA_MOD_PART0_00739	pfam01262	1e-28
PROKKA_MOD_PART0_00740	pfam02367	4e-07
PROKKA_MOD_PART0_00741	pfam00072	8e-06
PROKKA_MOD_PART0_00743	pfam01106	9e-07
PROKKA_MOD_PART0_00744	pfam10609	3e-12
PROKKA_MOD_PART0_00745	pfam01035	4e-44
PROKKA_MOD_PART0_00746	pfam02390	2e-10
PROKKA_MOD_PART0_00747	pfam14109	3e-08
PROKKA_MOD_PART0_00748	pfam05016	8e-20
PROKKA_MOD_PART0_00750	pfam05016	2e-07
PROKKA_MOD_PART0_00755	pfam02590	3e-36
PROKKA_MOD_PART0_00757	pfam01196	1e-96
PROKKA_MOD_PART0_00758	pfam00572	2e-65
PROKKA_MOD_PART0_00760	pfam13262	1e-46
PROKKA_MOD_PART0_00765	pfam14524	1e-07
PROKKA_MOD_PART0_00766	pfam00535	2e-61
PROKKA_MOD_PART0_00768	pfam01450	9e-17
PROKKA_MOD_PART0_00771	pfam01609	4e-22
PROKKA_MOD_PART0_00772	pfam01661	4e-09
PROKKA_MOD_PART0_00774	pfam01833	4e-07
PROKKA_MOD_PART0_00775	pfam08299	4e-53
PROKKA_MOD_PART0_00776	pfam00712	9e-21
PROKKA_MOD_PART0_00777	pfam13751	4e-29
PROKKA_MOD_PART0_00780	pfam00378	5e-09
PROKKA_MOD_PART0_00785	pfam00218	2e-08
PROKKA_MOD_PART0_00789	pfam14252	2e-09
PROKKA_MOD_PART0_00790	pfam00497	8e-20
PROKKA_MOD_PART0_00791	pfam01926	2e-07
PROKKA_MOD_PART0_00792	pfam00672	6e-09
PROKKA_MOD_PART0_00793	pfam00884	6e-26
PROKKA_MOD_PART0_00799	pfam08757	1e-15
PROKKA_MOD_PART0_00803	pfam14559	1e-36
PROKKA_MOD_PART0_00807	pfam13360	7e-27
PROKKA_MOD_PART0_00812	pfam01553	2e-09
PROKKA_MOD_PART0_00814	pfam13229	1e-104
PROKKA_MOD_PART0_00816	pfam01188	1e-31
PROKKA_MOD_PART0_00818	pfam00476	1e-13
PROKKA_MOD_PART0_00822	pfam13147	2e-12
PROKKA_MOD_PART0_00823	pfam07366	6e-06
PROKKA_MOD_PART0_00826	pfam13519	2e-09
PROKKA_MOD_PART0_00828	pfam08245	1e-08
PROKKA_MOD_PART0_00829	pfam02190	4e-07
PROKKA_MOD_PART0_00830	pfam09335	8e-119
PROKKA_MOD_PART0_00831	pfam00106	3e-10
PROKKA_MOD_PART0_00832	pfam00202	2e-36
PROKKA_MOD_PART0_00833	pfam00301	2e-09
PROKKA_MOD_PART0_00834	pfam04024	7e-27
PROKKA_MOD_PART0_00835	pfam00149	8e-27
PROKKA_MOD_PART0_00836	pfam02643	1e-157
PROKKA_MOD_PART0_00837	pfam14026	5e-19
PROKKA_MOD_PART0_00838	pfam14060	1e-96
PROKKA_MOD_PART0_00839	pfam14060	5e-18
PROKKA_MOD_PART0_00842	pfam13239	2e-26
PROKKA_MOD_PART0_00845	pfam01553	2e-79
PROKKA_MOD_PART0_00846	pfam02627	2e-14
PROKKA_MOD_PART0_00848	pfam00579	5e-13
PROKKA_MOD_PART0_00850	pfam00145	2e-25
PROKKA_MOD_PART0_00851	pfam00694	2e-18
PROKKA_MOD_PART0_00852	pfam04055	2e-08
PROKKA_MOD_PART0_00856	pfam03477	4e-06
PROKKA_MOD_PART0_00861	pfam00266	5e-06
PROKKA_MOD_PART0_00864	pfam00355	2e-07
PROKKA_MOD_PART0_00866	pfam03372	1e-06
PROKKA_MOD_PART0_00868	pfam02899	5e-36
PROKKA_MOD_PART0_00869	pfam02104	2e-12
PROKKA_MOD_PART0_00871	pfam02628	3e-23
PROKKA_MOD_PART0_00873	pfam08484	9e-53
PROKKA_MOD_PART0_00874	pfam04055	8e-12
PROKKA_MOD_PART0_00875	pfam00483	3e-91
PROKKA_MOD_PART0_00878	pfam06134	5e-41
PROKKA_MOD_PART0_00879	pfam00596	3e-179
PROKKA_MOD_PART0_00880	pfam02782	4e-52
PROKKA_MOD_PART0_00881	pfam02952	5e-41
PROKKA_MOD_PART0_00882	pfam01208	4e-13
PROKKA_MOD_PART0_00886	pfam00294	3e-15
PROKKA_MOD_PART0_00897	pfam03588	1e-06
PROKKA_MOD_PART0_00898	pfam02617	5e-37
PROKKA_MOD_PART0_00899	pfam00004	2e-13
PROKKA_MOD_PART0_00901	pfam00005	7e-21
PROKKA_MOD_PART0_00902	pfam00005	6e-26
PROKKA_MOD_PART0_00905	pfam00999	3e-24
PROKKA_MOD_PART0_00907	pfam00217	9e-62
PROKKA_MOD_PART0_00911	pfam01619	1e-75
PROKKA_MOD_PART0_00915	pfam13084	1e-08
PROKKA_MOD_PART0_00916	pfam13414	4e-06
PROKKA_MOD_PART0_00926	pfam14294	2e-29
PROKKA_MOD_PART0_00929	pfam02397	4e-20
PROKKA_MOD_PART0_00932	pfam13539	2e-21
PROKKA_MOD_PART0_00933	pfam01773	2e-12
PROKKA_MOD_PART0_00934	pfam02577	3e-56
PROKKA_MOD_PART0_00935	pfam13568	7e-93
PROKKA_MOD_PART0_00936	pfam01209	5e-34
PROKKA_MOD_PART0_00937	pfam02347	1e-12
PROKKA_MOD_PART0_00938	pfam01926	4e-09
PROKKA_MOD_PART0_00941	pfam03745	2e-06
PROKKA_MOD_PART0_00942	pfam03803	6e-13
PROKKA_MOD_PART0_00943	pfam00248	6e-08
PROKKA_MOD_PART0_00944	pfam07690	2e-22
PROKKA_MOD_PART0_00945	pfam04055	9e-13
PROKKA_MOD_PART0_00946	pfam05195	6e-06
PROKKA_MOD_PART0_00956	pfam01368	4e-47
PROKKA_MOD_PART0_00959	pfam00116	1e-14
PROKKA_MOD_PART0_00961	pfam00034	2e-20
PROKKA_MOD_PART0_00962	pfam04238	2e-10
PROKKA_MOD_PART0_00964	pfam01642	4e-07
PROKKA_MOD_PART0_00968	pfam13614	2e-33
PROKKA_MOD_PART0_00970	pfam13414	5e-06
PROKKA_MOD_PART0_00974	pfam00581	1e-20
PROKKA_MOD_PART0_00977	pfam03023	4e-28
PROKKA_MOD_PART0_00978	pfam09424	1e-21
PROKKA_MOD_PART0_00980	pfam00912	4e-08
PROKKA_MOD_PART0_00981	pfam01464	5e-08
PROKKA_MOD_PART0_00982	pfam01963	7e-67
PROKKA_MOD_PART0_00985	pfam12681	3e-07
PROKKA_MOD_PART0_00988	pfam08334	9e-06
PROKKA_MOD_PART0_00989	pfam00122	1e-34
PROKKA_MOD_PART0_00990	pfam00496	6e-33
PROKKA_MOD_PART0_01006	pfam11026	2e-09
PROKKA_MOD_PART0_01007	pfam14720	5e-47
PROKKA_MOD_PART0_01009	pfam03382	1e-14
PROKKA_MOD_PART0_01014	pfam13529	1e-94
PROKKA_MOD_PART0_01016	pfam01058	2e-12
PROKKA_MOD_PART0_01019	pfam00072	8e-33
PROKKA_MOD_PART0_01022	pfam03255	8e-65
PROKKA_MOD_PART0_01023	pfam02436	1e-07
PROKKA_MOD_PART0_01025	pfam00535	2e-22
PROKKA_MOD_PART0_01026	pfam06695	4e-25
PROKKA_MOD_PART0_01028	pfam07883	6e-10
PROKKA_MOD_PART0_01030	pfam02878	2e-27
PROKKA_MOD_PART0_01032	pfam00676	4e-10
PROKKA_MOD_PART0_01033	pfam04472	5e-17
PROKKA_MOD_PART0_01034	pfam00069	6e-24
PROKKA_MOD_PART0_01038	pfam00005	2e-45
PROKKA_MOD_PART0_01049	pfam00730	2e-24
PROKKA_MOD_PART0_01051	pfam01494	3e-22
PROKKA_MOD_PART0_01052	pfam01177	8e-27
PROKKA_MOD_PART0_01064	pfam00578	9e-09
PROKKA_MOD_PART0_01068	pfam00313	1e-77
PROKKA_MOD_PART0_01076	pfam07980	5e-37
PROKKA_MOD_PART0_01077	pfam01566	1e-16
PROKKA_MOD_PART0_01078	pfam07980	7e-13
PROKKA_MOD_PART0_01092	pfam00266	1e-24
PROKKA_MOD_PART0_01093	pfam04191	8e-13
PROKKA_MOD_PART0_01094	pfam02776	2e-15
PROKKA_MOD_PART0_01095	pfam13714	1e-14
PROKKA_MOD_PART0_01096	pfam12804	1e-36
PROKKA_MOD_PART0_01097	pfam01053	3e-61
PROKKA_MOD_PART0_01098	pfam04204	3e-53
PROKKA_MOD_PART0_01099	pfam01138	1e-13
PROKKA_MOD_PART0_01102	pfam13385	1e-44
PROKKA_MOD_PART0_01105	pfam01488	6e-42
PROKKA_MOD_PART0_01109	pfam01370	3e-19
PROKKA_MOD_PART0_01111	pfam00801	3e-09
PROKKA_MOD_PART0_01113	pfam02313	9e-08
PROKKA_MOD_PART0_01116	pfam00665	5e-74
PROKKA_MOD_PART0_01117	pfam00809	4e-06
PROKKA_MOD_PART0_01118	pfam02457	6e-34
PROKKA_MOD_PART0_01120	pfam03372	4e-31
PROKKA_MOD_PART0_01122	pfam00501	1e-55
PROKKA_MOD_PART0_01123	pfam12399	9e-25
PROKKA_MOD_PART0_01128	pfam02096	3e-36
PROKKA_MOD_PART0_01130	pfam01408	1e-20
PROKKA_MOD_PART0_01131	pfam00313	4e-43
PROKKA_MOD_PART0_01132	pfam07940	4e-40
PROKKA_MOD_PART0_01135	pfam05973	2e-12
PROKKA_MOD_PART0_01137	pfam13810	7e-06
PROKKA_MOD_PART0_01140	pfam13360	2e-25
PROKKA_MOD_PART0_01141	pfam04079	6e-12
PROKKA_MOD_PART0_01142	pfam02616	7e-11
PROKKA_MOD_PART0_01144	pfam01487	2e-08
PROKKA_MOD_PART0_01147	pfam01988	6e-44
PROKKA_MOD_PART0_01150	pfam00535	1e-27
PROKKA_MOD_PART0_01151	pfam00534	8e-37
PROKKA_MOD_PART0_01158	pfam00809	7e-45
PROKKA_MOD_PART0_01160	pfam01145	3e-142
PROKKA_MOD_PART0_01161	pfam13360	4e-57
PROKKA_MOD_PART0_01164	pfam00571	1e-29
PROKKA_MOD_PART0_01170	pfam00155	4e-26
PROKKA_MOD_PART0_01172	pfam01725	4e-12
PROKKA_MOD_PART0_01174	pfam00691	7e-22
PROKKA_MOD_PART0_01193	pfam13793	1e-16
PROKKA_MOD_PART0_01197	pfam00583	6e-28
PROKKA_MOD_PART0_01198	pfam01041	9e-09
PROKKA_MOD_PART0_01207	pfam01850	0.0
PROKKA_MOD_PART0_01208	pfam09957	5e-07
PROKKA_MOD_PART0_01221	pfam00581	2e-11
PROKKA_MOD_PART0_01225	pfam00696	1e-27
PROKKA_MOD_PART0_01230	pfam00582	2e-20
PROKKA_MOD_PART0_01231	pfam00691	1e-06
PROKKA_MOD_PART0_01232	pfam01741	4e-138
PROKKA_MOD_PART0_01233	pfam11276	3e-39
PROKKA_MOD_PART0_01234	pfam03372	3e-17
PROKKA_MOD_PART0_01235	pfam02699	9e-06
PROKKA_MOD_PART0_01236	pfam00291	4e-26
PROKKA_MOD_PART0_01237	pfam01235	2e-15
PROKKA_MOD_PART0_01241	pfam13683	7e-12
PROKKA_MOD_PART0_01245	pfam00535	4e-10
PROKKA_MOD_PART0_01247	pfam07733	9e-29
PROKKA_MOD_PART0_01249	pfam00579	3e-27
PROKKA_MOD_PART0_01250	pfam00664	7e-18
PROKKA_MOD_PART0_01257	pfam03060	3e-27
PROKKA_MOD_PART0_01262	pfam01844	9e-27
PROKKA_MOD_PART0_01264	pfam13517	4e-19
PROKKA_MOD_PART0_01270	pfam13242	1e-24
PROKKA_MOD_PART0_01271	pfam00294	4e-24
PROKKA_MOD_PART0_01274	pfam13744	5e-11
PROKKA_MOD_PART0_01275	pfam05973	4e-35
